word,meaning,furigana,romaji,level
深める,to deepen; to heighten; to intensify,ふかめる,fukameru,N1
丘陵,hill,きゅうりょう,kyūryō,N1
協定,arrangement; pact; agreement,きょうてい,kyōtei,N1
周,circuit; lap; circumference; vicinity; Chou (dynasty),しゅう,shū,N1
転居,moving; changing residence,てんきょ,tenkyo,N1
凌ぐ,to outdo; to surpass; to endure; to keep out (rain); to stave off; to tide over; to pull through; to defy; t,しのぐ,shinogu,N1
花壇,flower bed,かだん,kadan,N1
埋め込む,to bury,うめこむ,umekomu,N1
縁談,marriage proposal; engagement,えんだん,endan,N1
楽譜,score (music),がくふ,gakufu,N1
赤ちゃん,baby; infant,あかちゃん,akachan,N1
膨脹,expansion; swelling; increase; growth,ぼうちょう,bōchō,N1
補給,supply; supplying; replenishment,ほきゅう,hokyū,N1
殴る,to strike; to hit,なぐる,naguru,N1
人情,humanity; empathy; kindness; sympathy; human nature; common sense; customs and manners,にんじょう,ninjō,N1
待望,expectant waiting,たいぼう,taibō,N1
誤る,to make a mistake,あやまる,ayamaru,N1
据える,to set (table); to lay (foundation); to place (gun); to apply (moxa),すえる,sueru,N1
高原,tableland; plateau,こうげん,kōgen,N1
慌ただしい,busy; hurried; confused; flurried,あわただしい,awatadashii,N1
和風,Japanese style,わふう,wafū,N1
他方,another side; different direction; (on) the other hand,たほう,tahō,N1
観衆,spectators; onlookers; members of the audience,かんしゅう,kanshū,N1
コミュニケーション,communication,,komynikēshon,N1
一日,"(1) one day, (2) first of month",いちじつ,ichijitsu,N1
苛める,to tease; to torment; to persecute; to chastise,いじめる,ijimeru,N1
一言,single word,いちげん,ichigen,N1
協会,association; society; organization,きょうかい,kyōkai,N1
改悪,deterioration; changing for the worse,かいあく,kaiaku,N1
訴え,lawsuit; complaint,うったえ,uttae,N1
喋る,to talk; to chat; to chatter,しゃべる,shaberu,N1
文書,document; writing; letter; note; records; archives,ぶんしょ,bunsho,N1
任す,to entrust; to leave to a person,まかす,makasu,N1
尿,urine,にょう,nyō,N1
崇拝,worship; adoration; admiration; cult,すうはい,sūhai,N1
気立て,disposition; nature,きだて,kidate,N1
負かす,to defeat,まかす,makasu,N1
美,beauty,び,bi,N1
爽やか,fresh; refreshing; invigorating; clear; fluent; eloquent,さわやか,sawayaka,N1
反響,echo; reverberation; repercussion; reaction; influence,はんきょう,hankyō,N1
進展,progress; development,しんてん,shinten,N1
七日,seven days; the seventh day (of the month),なぬか,nanuka,N1
体力,physical strength,たいりょく,tairyoku,N1
悪日,unlucky day,あくび,akubi,N1
梢,treetop,こずえ,kozue,N1
出くわす,to happen to meet; to come across,でくわす,dekuwasu,N1
部門,class; group; category; department; field; branch,ぶもん,bumon,N1
滅ぼす,to destroy; to overthrow; to wreck; to ruin,ほろぼす,horobosu,N1
仕立てる,to tailor; to make; to prepare; to train; to send (a messenger),したてる,shitateru,N1
長官,chief; (government) secretary,ちょうかん,chōkan,N1
周期,cycle; period,しゅうき,shūki,N1
反感,antipathy; revolt; animosity,はんかん,hankan,N1
主題,subject; theme; motif,しゅだい,shudai,N1
剥げる,to come off; to be worn off; to fade; to discolor,はげる,hageru,N1
溝,10^38; hundred undecillion (American); hundred sextillion (British),こう,kō,N1
区,ward; district; section,く,ku,N1
華美,pomp; splendor; gaudiness,かび,kabi,N1
業績,achievement; performance; results; work; contribution,ぎょうせき,gyōseki,N1
立方,dancing (geisha),たちかた,tachikata,N1
異性,the opposite sex,いせい,isei,N1
嵩張る,to be bulky; to be unwieldy; to grow voluminous,かさばる,kasabaru,N1
洋風,western style,ようふう,yōfū,N1
くっきり,distinctly; clearly; boldly,,kukkiri,N1
個々,individual; one by one,ここ,koko,N1
連中,colleagues; company; a lot,れんじゅう,renjū,N1
熱湯,boiling water,ねっとう,nettō,N1
気軽,cheerful; buoyant; lighthearted,きがる,kigaru,N1
竿,rod; pole (e.g. for drying laundry),さお,sao,N1
呉れる,to give; to let one have; to do for one; to be given,くれる,kureru,N1
従来,up to now; so far; traditional,じゅうらい,jūrai,N1
折衷,compromise; cross; blending; eclecticism,せっちゅう,setchū,N1
葦,reed; bulrush,よし,yoshi,N1
見晴らし,view,みはらし,miharashi,N1
薄弱,feebleness; weakness; weak,はくじゃく,hakujaku,N1
公団,public corporation,こうだん,kōdan,N1
催す,to hold (a meeting); to give (a dinner); to feel; to show signs of; to develop symptoms of; to feel (sick,もよおす,moyōsu,N1
盗み,stealing,ぬすみ,nusumi,N1
技,art; technique,わざ,waza,N1
原典,original (text),げんてん,genten,N1
ソロ,solo,,soro,N1
遅くとも,at the latest,おそくとも,osokutomo,N1
民俗,people; race; nation; racial customs; folk customs,みんぞく,minzoku,N1
割合に,comparatively,わりあいに,wariaini,N1
脱する,to escape from; to get out,だっする,dassuru,N1
本の,mere; only; just,ほんの,honno,N1
縁,chance; fate; destiny; relation; bonds; connection; karma,えん,en,N1
日当,daily allowance,にっとう,nittō,N1
訪れる,to visit,おとずれる,otozureru,N1
社,Shinto shrine,やしろ,yashiro,N1
稲光,(flash of) lightning,いなびかり,inabikari,N1
曲,tune; piece of music,きょく,kyoku,N1
着,counter for suits of clothing; arriving at ..,ちゃく,chaku,N1
採択,adoption; selection; choice,さいたく,saitaku,N1
叶える,to grant (request  wish),かなえる,kanaeru,N1
領土,dominion; territory; possession,りょうど,ryōdo,N1
共存,coexistence,きょうそん,kyōson,N1
廃れる,to go out of use; to become obsolete; to die out; to go out of fashion,すたれる,sutareru,N1
渦,swirl,うず,uzu,N1
振興,promotion; encouragement,しんこう,shinkō,N1
元来,originally; primarily; essentially; logically; naturally,がんらい,ganrai,N1
お大事に,Take care of yourself,おだいじに,odaijini,N1
優位,predominance; ascendancy; superiority,ゆうい,yūi,N1
放棄,abandonment; renunciation; abdication (responsibility  right),ほうき,hōki,N1
背景,background; scenery; setting; circumstance,はいけい,haikei,N1
問屋,wholesale store,といや,toiya,N1
骨董品,curio,こっとうひん,kottōhin,N1
蒸留,distillation,じょうりゅう,jōryū,N1
弁護,defense; pleading; advocacy,べんご,bengo,N1
照明,illumination,しょうめい,shōmei,N1
経歴,personal history; career,けいれき,keireki,N1
減点,subtract; give a demerit,げんてん,genten,N1
賭ける,to wager; to bet; to risk; to stake; to gamble,かける,kakeru,N1
反,roll of cloth (c. 10 yds.); .245 acres; 300 tsubo,たん,tan,N1
久しい,long; long-continued; old (story),ひさしい,hisashii,N1
待ち望む,to look anxiously for; to wait eagerly for,まちのぞむ,machinozomu,N1
冷蔵,cold storage; refrigeration,れいぞう,reizō,N1
ウェートレス,waitress,,wētoresu,N1
広まる,to spread; to be propagated,ひろまる,hiromaru,N1
共和,republicanism; cooperation,きょうわ,kyōwa,N1
果ない,fleeting; transient; short-lived; momentary; vain; fickle; miserable; empty; ephemeral,はかない,hakanai,N1
前売り,advance sale; booking,まえうり,maeuri,N1
荒っぽい,rough; rude,あらっぽい,arappoi,N1
製鉄,iron manufacture,せいてつ,seitetsu,N1
証,proof; evidence,あかし,akashi,N1
大方,perhaps; almost all; majority,おおかた,ōkata,N1
蜂蜜,honey,はちみつ,hachimitsu,N1
月賦,monthly installment,げっぷ,geppu,N1
決算,balance sheet; settlement of accounts,けっさん,kessan,N1
痛切,keen; acute,つうせつ,tsūsetsu,N1
肉体,the body; the flesh,にくたい,nikutai,N1
捕吏,constable,ほり,hori,N1
並み,average; medium; common; ordinary,なみ,nami,N1
余興,side show; entertainment,よきょう,yokyō,N1
受け入れ,receiving; acceptance,うけいれ,ukeire,N1
緩やか,lenient,ゆるやか,yuruyaka,N1
個性,individuality; personality; idiosyncrasy,こせい,kosei,N1
ストロー,straw,,sutorō,N1
大金,great cost,たいきん,taikin,N1
起点,starting point,きてん,kiten,N1
家主,landlord,いえぬし,ienushi,N1
独自,original; peculiar; characteristic,どくじ,dokuji,N1
陳列,exhibition; display; show,ちんれつ,chinretsu,N1
取り扱い,treatment; service; handling; management,とりあつかい,toriatsukai,N1
直ぐ,immediately; soon; easily; right (near); honest; upright,すぐ,sugu,N1
似通う,to resemble closely,にかよう,nikayō,N1
恥じらう,to feel shy; to be bashful; to blush,はじらう,hajirau,N1
会見,interview; audience,かいけん,kaiken,N1
減少,decrease; reduction; decline,げんしょう,genshō,N1
英雄,hero; great man,えいゆう,eiyū,N1
汽船,steamship,きせん,kisen,N1
微か,faint; dim; weak; indistinct; hazy; poor; wretched,かすか,kasuka,N1
会,understanding,え,e,N1
行政,administration,ぎょうせい,gyōsei,N1
目方,weight,めかた,mekata,N1
書き取る,to write down; to take dictation; to take notes,かきとる,kakitoru,N1
生身,living flesh; flesh and blood; the quick,なまみ,namami,N1
若しくは,or; otherwise,もしくは,moshikuha,N1
義理,duty; sense of duty; honor; decency; courtesy; debt of gratitude; social obligation,ぎり,giri,N1
組み合わせ,combination,くみあわせ,kumiawase,N1
生温い,lukewarm; halfhearted,なまぬるい,namanurui,N1
テレックス,telex; teletypewriter exchange,,terekkusu,N1
発芽,burgeoning,はつが,hatsuga,N1
参上,calling on; visiting,さんじょう,sanjō,N1
嘗める,to lick; to taste; to experience; to make fun of; to make light of; to put down; to treat with contempt,なめる,nameru,N1
未,eighth sign of Chinese zodiac (The Ram  1pm-3pm  south-southwest  June),ひつじ,hitsuji,N1
弓,bow (and arrow),ゆみ,yumi,N1
脱出,escape,だっしゅつ,dasshutsu,N1
簡易,simplicity; easiness; quasi-,かんい,kan'i,N1
局限,limit; localize,きょくげん,kyokugen,N1
歩,pawn (in chess or shogi),ふ,fu,N1
種,kind; variety; species,しゅ,shu,N1
細工,work; craftsmanship; tactics; trick,さいく,saiku,N1
字体,type; font; lettering,じたい,jitai,N1
優,gentle; affectionate,やさ,yasa,N1
紳士,gentleman,しんし,shinshi,N1
尻尾,tail (animal),しっぽ,shippo,N1
角,1.  angle; 2.  bishop (shogi),かく,kaku,N1
海路,sea route,うみじ,umiji,N1
揶揄う,to ridicule; to tease; to banter with; to make fun of,からかう,karakau,N1
畏まりました,certainly!,かしこまりました,kashikomarimashita,N1
討議,debate; discussion,とうぎ,tōgi,N1
遊牧,nomadism,ゆうぼく,yūboku,N1
仲人,go-between; matchmaker,ちゅうにん,chūnin,N1
一寸,(ateji) (adv int) (uk) just a minute; a short time; a while; just a little; somewhat; easily; readily; rath,ちょっと,chotto,N1
助言,advice; suggestion,じょげん,jogen,N1
無能,inefficiency; incompetence,むのう,munō,N1
諦め,resignation; acceptance; consolation,あきらめ,akirame,N1
君主,ruler; monarch,くんしゅ,kunshu,N1
連帯,solidarity,れんたい,rentai,N1
光沢,brilliance; polish; lustre; glossy finish (of photographs),こうたく,kōtaku,N1
課外,extracurricular,かがい,kagai,N1
乳,milk; breast; loop,ちち,chichi,N1
元素,chemical element,げんそ,genso,N1
災害,calamity; disaster; misfortune,さいがい,saigai,N1
有りのまま,the truth; fact; as it is; frankly,ありのまま,arinomama,N1
コマーシャル,a commercial,,komāsharu,N1
収支,income and expenditure,しゅうし,shūshi,N1
書き取り,dictation,かきとり,kakitori,N1
講習,short course; training,こうしゅう,kōshū,N1
仕掛ける,to commence; to lay (mines); to set (traps); to wage (war); to challenge,しかける,shikakeru,N1
衝撃,shock; crash; impact; ballistic,しょうげき,shōgeki,N1
取り調べる,to investigate; to examine,とりしらべる,torishiraberu,N1
ムード,mood,,mūdo,N1
論議,discussion,ろんぎ,rongi,N1
先先週,week before last,せんせんしゅう,sensenshū,N1
黄色,yellow,おうしょく,ōshoku,N1
重複,duplication; repetition; overlapping; redundancy; restoration,じゅうふく,jūfuku,N1
眼鏡,spectacles; glasses,がんきょう,gankyō,N1
健在,in good health; well,けんざい,kenzai,N1
ニュー,new,,nyū,N1
還暦,60th birthday,かんれき,kanreki,N1
肥料,manure; fertilizer,ひりょう,hiryō,N1
アルミ,aluminum (Al); aluminium,,arumi,N1
お休み,holiday; absence; rest; Good night,おやすみ,oyasumi,N1
富豪,wealthy person; millionaire,ふごう,fugō,N1
橋渡し,bridge building; mediation,はしわたし,hashiwatashi,N1
捜索,search (esp. for someone or something missing); investigation,そうさく,sōsaku,N1
志す,to plan; to intend; to aspire to; to set aims (sights on),こころざす,kokorozasu,N1
考古学,archaeology,こうこがく,kōkogaku,N1
普遍,universality; ubiquity; omnipresence,ふへん,fuhen,N1
退職,retirement (from office),たいしょく,taishoku,N1
引き下げる,to pull down; to lower; to reduce; to withdraw,ひきさげる,hikisageru,N1
持て成す,to entertain; to make welcome,もてなす,motenasu,N1
産休,maternity leave,さんきゅう,sankyū,N1
心中,double suicide; lovers suicide,しんじゅう,shinjū,N1
鈍感,thickheadedness; stolidity,どんかん,donkan,N1
今更,now; at this late hour,いまさら,imasara,N1
破裂,explosion; rupture; break off,はれつ,haretsu,N1
反射,reflection; reverberation,はんしゃ,hansha,N1
届け,report; notification; registration,とどけ,todoke,N1
生,pure; undiluted; raw; crude,き,ki,N1
脱退,secession,だったい,dattai,N1
造る,to make; to create; to manufacture; to draw up; to write; to compose; to build; to coin; to cultivate; to org,つくる,tsukuru,N1
内部,interior; inside; internal,ないぶ,naibu,N1
余地,place; room; margin; scope,よち,yochi,N1
教科,subject; curriculum,きょうか,kyōka,N1
対等,equivalent,たいとう,taitō,N1
ダブる,to coincide (fall on the same day); to have two of something; to repeat a school year after failing,,daburu,N1
驚き,surprise; astonishment; wonder,おどろき,odoroki,N1
屡,often; again and again; frequently,しばしば,shibashiba,N1
下番,going off duty,かばん,kaban,N1
人材,man of talent,じんざい,jinzai,N1
麻,flax; linen; hemp,あさ,asa,N1
盲点,blind spot,もうてん,mōten,N1
率直,frankness; candour; openheartedness,そっちょく,sotchoku,N1
パトカー,patrol car,,patokā,N1
調べ,preparation; investigation; inspection,しらべ,shirabe,N1
デザート,dessert,,dezāto,N1
嗚呼,Ah!; Oh!; Alas!,ああ,aa,N1
行進,march; parade,こうしん,kōshin,N1
大事,important; valuable; serious matter,おおごと,ōgoto,N1
清々しい,fresh; refreshing,すがすがしい,sugasugashii,N1
婉曲,euphemistic; circumlocution; roundabout; indirect; insinuating,えんきょく,enkyoku,N1
アンコール,encore,,ankōru,N1
苗,rice seedling,なえ,nae,N1
進度,progress,しんど,shindo,N1
暗殺,assassination,あんさつ,ansatsu,N1
元首,ruler; sovereign,げんしゅ,genshu,N1
且つ,yet; and,かつ,katsu,N1
彼此,one thing or another; this and that; this or that,あれこれ,arekore,N1
馴れ馴れしい,over-familiar,なれなれしい,narenareshii,N1
